IP地址,隧道协议,已发送,已接收,丢包率,平均延迟(ms),RTT1(ms),RTT2(ms),RTT3(ms),RTT4(ms)
[2606:4700:d1::9a69:1e6:3769]:943,WireGuard,4,4,0%,168,169,168,176,160
[2606:4700:d1::ea7:1264:73db]:8854,WireGuard,4,4,0%,168,170,167,174,163
188.114.96.29:880,WireGuard,4,4,0%,169,170,167,179,159
188.114.96.117:7156,WireGuard,4,4,0%,169,173,167,175,160
[2606:4700:d1::1e33:49c6:463f]:4177,WireGuard,4,4,0%,169,168,168,178,161
[2606:4700:d1::39c:ca5e:c30e]:943,WireGuard,4,4,0%,169,172,168,174,161
188.114.96.74:988,WireGuard,4,4,0%,169,166,167,182,159
188.114.96.238:1018,WireGuard,4,4,0%,169,171,167,177,160
[2606:4700:d1::cb9d:ea4e:b973]:908,WireGuard,4,4,0%,169,170,169,179,157
[2606:4700:d1::def3:e131:3cd7]:8742,WireGuard,4,4,0%,169,169,168,182,157
[2606:4700:d1::42a0:b3cc:b46b]:942,WireGuard,4,4,0%,169,170,168,179,158
188.114.96.38:7156,WireGuard,4,4,0%,169,171,167,178,160
[2606:4700:d1::9349:5aae:fd26]:880,WireGuard,4,4,0%,169,170,167,180,159
[2606:4700:d1::b1b2:16af:7839]:859,WireGuard,4,4,0%,169,170,166,180,160
[2606:4700:d1::4bfa:f4de:80a8]:5279,WireGuard,4,4,0%,169,167,168,181,160
[2606:4700:d1::9846:ac86:6b94]:946,WireGuard,4,4,0%,169,170,167,177,161
188.114.96.115:988,WireGuard,4,4,0%,169,170,166,179,162
[2606:4700:d1::85ca:f450:c641]:2408,WireGuard,4,4,0%,169,170,167,180,159
188.114.96.88:894,WireGuard,4,4,0%,169,170,167,182,158
[2606:4700:d1::7173:a3ac:a2fd]:1002,WireGuard,4,4,0%,169,166,170,183,157
188.114.96.69:7103,WireGuard,4,4,0%,169,168,169,182,158
188.114.96.196:1014,WireGuard,4,4,0%,169,171,168,179,159
[2606:4700:d1::1092:24a7:49]:7559,WireGuard,4,4,0%,169,169,169,182,157
188.114.96.87:1843,WireGuard,4,4,0%,169,170,168,182,157
188.114.96.25:1074,WireGuard,4,4,0%,169,171,167,180,159
[2606:4700:d1::e756:1995:c2f6]:891,WireGuard,4,4,0%,169,170,168,182,158
[2606:4700:d1::db94:a350:d8cd]:8886,WireGuard,4,4,0%,169,170,168,182,158
[2606:4700:d1::df20:1a69:9ec2]:1701,WireGuard,4,4,0%,169,166,168,183,160
[2606:4700:d1::1485:da91:58cc]:3476,WireGuard,4,4,0%,169,171,169,173,165
[2606:4700:d1::b9dc:76a2:70d0]:2408,WireGuard,4,4,0%,169,170,168,181,159
[2606:4700:d1::9a9c:848f:fc27]:8886,WireGuard,4,4,0%,169,169,169,181,159
[2606:4700:d1::5c3d:bab6:b345]:7152,WireGuard,4,4,0%,170,170,168,180,160
[2606:4700:d1::7f47:e2cb:6efb]:1074,WireGuard,4,4,0%,170,171,168,182,158
[2606:4700:d1::db12:759:7b8]:4500,WireGuard,4,4,0%,170,170,168,182,158
[2606:4700:d1::f9ad:5d96:4961]:880,WireGuard,4,4,0%,170,170,169,181,159
188.114.96.194:5279,WireGuard,4,4,0%,170,169,167,183,160
[2606:4700:d1::6606:8452:a35]:1002,WireGuard,4,4,0%,170,168,169,183,159
[2606:4700:d1::b1b2:16af:7839]:942,WireGuard,4,4,0%,170,170,169,181,160
188.114.96.31:928,WireGuard,4,4,0%,170,168,168,184,160
[2606:4700:d1::f57d:f8f6:da29]:4198,WireGuard,4,2,50%,153,154,152,-1,-1
[2606:4700:d1::1485:da91:58cc]:943,WireGuard,4,2,50%,153,153,153,-1,-1
188.114.96.82:939,WireGuard,4,2,50%,153,154,152,-1,-1
[2606:4700:d1::b729:7721:acb]:5956,WireGuard,4,2,50%,154,154,153,-1,-1
188.114.96.214:878,WireGuard,4,2,50%,154,153,154,-1,-1
188.114.96.102:7559,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::94c0:3365:8730]:854,WireGuard,4,2,50%,154,154,153,-1,-1
188.114.96.252:1070,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::1675:581d:75a7]:2371,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.173:1002,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::3a5f:14a3:3a63]:7103,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::1b48:a09b:1109]:1002,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::a71d:4148:8cc2]:3138,WireGuard,4,2,50%,154,155,153,-1,-1
[2606:4700:d1::60b5:796b:2017]:8742,WireGuard,4,2,50%,154,154,153,-1,-1
[2606:4700:d1::39c:ca5e:c30e]:1074,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.111:1701,WireGuard,4,2,50%,154,154,153,-1,-1
188.114.96.86:2371,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.181:939,WireGuard,4,2,50%,154,154,154,-1,-1
[2606:4700:d1::fdcc:68a2:9d8e]:988,WireGuard,4,2,50%,154,155,153,-1,-1
[2606:4700:d1::459e:e00b:42df]:1070,WireGuard,4,2,50%,154,155,153,-1,-1
[2606:4700:d1::539b:d7e3:d0e1]:854,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.82:942,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.171:1002,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::67ad:a592:33ce]:943,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::6269:22ac:391b]:1387,WireGuard,4,2,50%,154,154,154,-1,-1
[2606:4700:d1::e4f9:55fc:ee6e]:864,WireGuard,4,2,50%,154,154,154,-1,-1
188.114.96.5:1070,WireGuard,4,2,50%,154,154,155,-1,-1
[2606:4700:d1::da51:1533:5557]:1843,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::fbeb:8a4b:d566]:5956,WireGuard,4,2,50%,154,154,154,-1,-1
[2606:4700:d1::892e:4e40:ea27]:500,WireGuard,4,2,50%,154,156,153,-1,-1
[2606:4700:d1::c839:e2d2:74f6]:891,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::f7d3:39a7:baa1]:3138,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::c802:dac0:fa8c]:3581,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::9643:f842:56b]:4198,WireGuard,4,2,50%,154,155,154,-1,-1
188.114.96.69:903,WireGuard,4,2,50%,154,155,154,-1,-1
188.114.96.81:3476,WireGuard,4,2,50%,154,155,154,-1,-1
[2606:4700:d1::6704:84ef:7f15]:500,WireGuard,4,2,50%,154,154,155,-1,-1
[2606:4700:d1::371d:71c:2b9e]:1074,WireGuard,4,2,50%,154,154,155,-1,-1
[2606:4700:d1::15e9:e238:4ed2]:988,WireGuard,4,2,50%,154,154,155,-1,-1
188.114.96.62:2371,WireGuard,4,2,50%,154,156,153,-1,-1
[2606:4700:d1::db14:d8f5:4572]:908,WireGuard,4,2,50%,154,154,155,-1,-1
[2606:4700:d1::3de9:e276:8233]:5956,WireGuard,4,2,50%,155,155,154,-1,-1
[2606:4700:d1::d356:4b88:6713]:1180,WireGuard,4,2,50%,155,155,154,-1,-1
188.114.96.163:7559,WireGuard,4,2,50%,155,155,154,-1,-1
188.114.96.215:894,WireGuard,4,2,50%,155,154,155,-1,-1
188.114.96.86:4233,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::664c:a807:5e09]:7152,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::377c:a8f3:3947]:928,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::e4b1:53f2:3bff]:5956,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::9187:97ff:2103]:1010,WireGuard,4,2,50%,155,155,155,-1,-1
[2606:4700:d1::fdd:cf06:bac]:1002,WireGuard,4,2,50%,155,155,154,-1,-1
188.114.96.51:942,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::d54d:78ab:af91]:987,WireGuard,4,2,50%,155,156,154,-1,-1
188.114.96.185:988,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::fe66:493:69b7]:4198,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::aa7c:596a:35ae]:5279,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::461d:a3c5:4e49]:3138,WireGuard,4,2,50%,155,155,154,-1,-1
[2606:4700:d1::6bb7:529b:d355]:7103,WireGuard,4,2,50%,155,155,155,-1,-1
[2606:4700:d1::2b26:d4a3:89f4]:3581,WireGuard,4,2,50%,155,155,155,-1,-1
188.114.96.211:891,WireGuard,4,2,50%,155,155,154,-1,-1
188.114.96.217:1180,WireGuard,4,2,50%,155,155,155,-1,-1
188.114.96.96:1010,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::c1a0:f52d:fe26]:8886,WireGuard,4,2,50%,155,156,154,-1,-1
188.114.96.67:942,WireGuard,4,2,50%,155,155,154,-1,-1
[2606:4700:d1::71df:5f4e:255]:1002,WireGuard,4,2,50%,155,156,154,-1,-1
188.114.96.99:854,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::aff7:ca12:5a03]:928,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::f9ad:5d96:4961]:1010,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::e5db:c281:e8a0]:5279,WireGuard,4,2,50%,155,155,155,-1,-1
[2606:4700:d1::c0b0:efbf:75ba]:864,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::82f9:d2bb:66ac]:955,WireGuard,4,2,50%,155,156,154,-1,-1
[2606:4700:d1::459e:e00b:42df]:878,WireGuard,4,2,50%,155,155,156,-1,-1
188.114.96.94:2408,WireGuard,4,2,50%,155,155,155,-1,-1
[2606:4700:d1::7bec:bfcd:48eb]:1014,WireGuard,4,2,50%,155,156,154,-1,-1
188.114.96.124:5956,WireGuard,4,2,50%,155,156,155,-1,-1
[2606:4700:d1::8801:b390:cd66]:1701,WireGuard,4,2,50%,155,155,156,-1,-1
[2606:4700:d1::3a48:8cfb:3799]:8854,WireGuard,4,2,50%,155,156,155,-1,-1
188.114.96.40:500,WireGuard,4,2,50%,155,155,155,-1,-1
188.114.96.22:1014,WireGuard,4,2,50%,155,156,155,-1,-1
188.114.96.176:878,WireGuard,4,2,50%,155,156,155,-1,-1
[2606:4700:d1::a904:91b2:5d8c]:1010,WireGuard,4,2,50%,155,156,155,-1,-1
[2606:4700:d1::2bd2:e95c:837c]:8886,WireGuard,4,2,50%,155,155,156,-1,-1
[2606:4700:d1::8f31:c43b:6ab2]:1014,WireGuard,4,2,50%,155,155,156,-1,-1
188.114.96.47:939,WireGuard,4,2,50%,155,155,156,-1,-1
188.114.96.52:946,WireGuard,4,2,50%,155,155,156,-1,-1
[2606:4700:d1::23ec:12f8:8214]:903,WireGuard,4,2,50%,155,155,156,-1,-1
[2606:4700:d1::da9b:29c:e6ea]:3854,WireGuard,4,2,50%,156,155,156,-1,-1
[2606:4700:d1::5f33:67da:73eb]:987,WireGuard,4,2,50%,156,155,156,-1,-1
[2606:4700:d1::23ec:12f8:8214]:7559,WireGuard,4,2,50%,156,155,156,-1,-1
[2606:4700:d1::1f1e:fe32:8912]:943,WireGuard,4,2,50%,156,156,155,-1,-1
188.114.96.60:7281,WireGuard,4,2,50%,156,156,155,-1,-1
[2606:4700:d1::38ff:3989:39b4]:3854,WireGuard,4,2,50%,156,156,155,-1,-1
[2606:4700:d1::b0fe:dc2f:387d]:934,WireGuard,4,2,50%,156,155,156,-1,-1
188.114.96.191:934,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.122:8854,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::8466:b94f:c2c]:890,WireGuard,4,2,50%,156,156,155,-1,-1
[2606:4700:d1::bf50:2167:452b]:1387,WireGuard,4,2,50%,156,156,155,-1,-1
[2606:4700:d1::9201:cd8a:3893]:890,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.145:988,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::957f:fe11:8ad8]:2371,WireGuard,4,2,50%,156,155,156,-1,-1
188.114.96.65:8742,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::87a4:d6fd:525d]:8319,WireGuard,4,2,50%,156,156,155,-1,-1
188.114.96.66:3476,WireGuard,4,2,50%,156,156,155,-1,-1
188.114.96.145:3138,WireGuard,4,2,50%,156,156,155,-1,-1
188.114.96.19:7281,WireGuard,4,2,50%,156,155,157,-1,-1
[2606:4700:d1::9e96:39fc:db83]:908,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::fe7a:c75b:13fd]:939,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::38d3:fc2d:b823]:3854,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::e311:5ada:bc5b]:1018,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::838b:97d0:278d]:5279,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::b7f6:9252:c09f]:878,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::3a48:8cfb:3799]:955,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.198:5279,WireGuard,4,2,50%,156,155,158,-1,-1
188.114.96.179:1701,WireGuard,4,2,50%,156,156,156,-1,-1
[2606:4700:d1::1092:24a7:49]:1002,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.152:8854,WireGuard,4,2,50%,156,155,157,-1,-1
188.114.96.125:987,WireGuard,4,2,50%,156,155,157,-1,-1
188.114.96.197:3476,WireGuard,4,2,50%,156,156,157,-1,-1
188.114.96.84:2408,WireGuard,4,2,50%,156,155,157,-1,-1
188.114.96.108:878,WireGuard,4,2,50%,156,155,157,-1,-1
[2606:4700:d1::5e52:398e:6361]:988,WireGuard,4,2,50%,156,157,156,-1,-1
[2606:4700:d1::23db:bc7f:8333]:7281,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.213:8854,WireGuard,4,2,50%,156,156,156,-1,-1
188.114.96.99:8854,WireGuard,4,2,50%,156,155,158,-1,-1
[2606:4700:d1::3430:8c64:7138]:880,WireGuard,4,2,50%,156,155,158,-1,-1
[2606:4700:d1::8c15:c562:1a14]:946,WireGuard,4,2,50%,156,155,158,-1,-1
[2606:4700:d1::fd23:cce0:fc28]:945,WireGuard,4,2,50%,156,155,158,-1,-1
[2606:4700:d1::371d:71c:2b9e]:939,WireGuard,4,2,50%,156,155,158,-1,-1
188.114.96.246:987,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::3430:8c64:7138]:7152,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::1138:6384:d4ea]:1180,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::ea7:1264:73db]:943,WireGuard,4,2,50%,157,155,158,-1,-1
[2606:4700:d1::e4b1:2e51:51cb]:5956,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::9e39:ef6c:a297]:4233,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::9349:5aae:fd26]:988,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::fb24:57f4:2253]:891,WireGuard,4,2,50%,157,156,158,-1,-1
188.114.96.70:854,WireGuard,4,2,50%,157,156,158,-1,-1
[2606:4700:d1::6f68:96f4:f3e7]:1074,WireGuard,4,2,50%,157,157,158,-1,-1
[2606:4700:d1::b9fd:8e74:2f7f]:943,WireGuard,4,2,50%,157,157,158,-1,-1
[2606:4700:d1::eaa1:2415:2b52]:3476,WireGuard,4,2,50%,158,157,159,-1,-1
[2606:4700:d1::f3b:3620:631a]:908,WireGuard,4,1,75%,150,-1,150,-1,-1
188.114.96.205:1002,WireGuard,4,1,75%,150,-1,150,-1,-1
188.114.96.251:1387,WireGuard,4,1,75%,151,-1,-1,151,-1
[2606:4700:d1::aa19:c540:9314]:955,WireGuard,4,1,75%,152,152,-1,-1,-1
188.114.96.247:7559,WireGuard,4,1,75%,153,153,-1,-1,-1
[2606:4700:d1::8466:b94f:c2c]:987,WireGuard,4,1,75%,153,153,-1,-1,-1
[2606:4700:d1::491a:b10:c15d]:8319,WireGuard,4,1,75%,153,-1,-1,153,-1
188.114.96.184:880,WireGuard,4,1,75%,153,153,-1,-1,-1
188.114.96.194:878,WireGuard,4,1,75%,153,153,-1,-1,-1
[2606:4700:d1::25ab:bed:25de]:5279,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::55bb:4c6d:93c7]:890,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::d356:4b88:6713]:934,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::683d:85a6:8df3]:1180,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::5ba6:4a3:878]:987,WireGuard,4,1,75%,154,-1,-1,-1,154
188.114.96.60:1018,WireGuard,4,1,75%,154,-1,-1,-1,154
[2606:4700:d1::db12:759:7b8]:859,WireGuard,4,1,75%,154,-1,-1,154,-1
[2606:4700:d1::ee9e:3a37:e56b]:891,WireGuard,4,1,75%,154,-1,-1,154,-1
188.114.96.91:878,WireGuard,4,1,75%,154,154,-1,-1,-1
188.114.96.130:7281,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::708:7901:4ce1]:908,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::461d:a3c5:4e49]:4233,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::fb24:57f4:2253]:928,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::c22b:2c47:af40]:3476,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::cd52:b52d:9348]:4500,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::8257:3cf9:8236]:8854,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::252a:c4a:2bbc]:988,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::9201:cd8a:3893]:864,WireGuard,4,1,75%,154,-1,-1,154,-1
[2606:4700:d1::565b:a50c:572e]:5956,WireGuard,4,1,75%,154,154,-1,-1,-1
[2606:4700:d1::9bca:43c8:57cb]:7559,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::f5eb:2da1:ead2]:1843,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::a108:ea3f:2d27]:864,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::6c19:763a:5f04]:3476,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::f3b:3620:631a]:878,WireGuard,4,1,75%,155,155,-1,-1,-1
[2606:4700:d1::2c45:7de4:8a8b]:2408,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::e8ef:df4e:b32c]:878,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::42a0:b3cc:b46b]:890,WireGuard,4,1,75%,155,155,-1,-1,-1
188.114.96.7:7281,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::6d57:d00b:f5c]:908,WireGuard,4,1,75%,155,-1,-1,-1,155
188.114.96.167:8742,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::7245:c039:c7a]:864,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::c5f6:150f:cb54]:7156,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::8eb5:5f71:95df]:8319,WireGuard,4,1,75%,155,-1,-1,155,-1
[2606:4700:d1::708a:15f9:8ac5]:939,WireGuard,4,1,75%,155,-1,-1,155,-1
188.114.96.1:8742,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::1514:1777:2be6]:7103,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::50a3:cec2:acd1]:4177,WireGuard,4,1,75%,155,-1,-1,-1,155
188.114.96.22:4500,WireGuard,4,1,75%,155,155,-1,-1,-1
[2606:4700:d1::7173:a3ac:a2fd]:939,WireGuard,4,1,75%,155,155,-1,-1,-1
[2606:4700:d1::2c6e:74e:e2ee]:928,WireGuard,4,1,75%,155,155,-1,-1,-1
188.114.96.223:8886,WireGuard,4,1,75%,155,-1,-1,-1,155
188.114.96.49:7156,WireGuard,4,1,75%,155,-1,-1,-1,155
188.114.96.245:3581,WireGuard,4,1,75%,155,155,-1,-1,-1
[2606:4700:d1::75bb:768f:2f3f]:2371,WireGuard,4,1,75%,155,-1,155,-1,-1
188.114.96.184:7559,WireGuard,4,1,75%,155,-1,-1,-1,155
[2606:4700:d1::5b2f:ac5:5bd8]:3138,WireGuard,4,1,75%,155,155,-1,-1,-1
[2606:4700:d1::25c9:dc01:91cd]:1701,WireGuard,4,1,75%,155,-1,-1,-1,155
188.114.96.48:939,WireGuard,4,1,75%,155,155,-1,-1,-1
188.114.96.58:4198,WireGuard,4,1,75%,155,155,-1,-1,-1
188.114.96.43:3581,WireGuard,4,1,75%,156,156,-1,-1,-1
[2606:4700:d1::5f33:67da:73eb]:891,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::b6ab:9db:f563]:3581,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::7099:f1e3:776c]:8886,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::78eb:191a:c9c4]:2371,WireGuard,4,1,75%,156,-1,156,-1,-1
[2606:4700:d1::b7bb:ef22:eaf3]:946,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::3d6d:5ba2:b29a]:891,WireGuard,4,1,75%,156,156,-1,-1,-1
188.114.96.197:2371,WireGuard,4,1,75%,156,156,-1,-1,-1
[2606:4700:d1::cb63:d32c:202d]:1018,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::b1b2:16af:7839]:8742,WireGuard,4,1,75%,156,156,-1,-1,-1
[2606:4700:d1::1dee:9332:5a46]:8319,WireGuard,4,1,75%,156,156,-1,-1,-1
[2606:4700:d1::c0b0:efbf:75ba]:1018,WireGuard,4,1,75%,156,156,-1,-1,-1
[2606:4700:d1::55bb:4c6d:93c7]:3138,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::8f72:49b7:6ec3]:7281,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::7de9:eaef:2de3]:8886,WireGuard,4,1,75%,156,-1,-1,156,-1
188.114.96.32:987,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::d2a5:27e0:ee75]:3581,WireGuard,4,1,75%,156,-1,-1,-1,156
[2606:4700:d1::6704:84ef:7f15]:903,WireGuard,4,1,75%,156,-1,-1,-1,156
188.114.96.41:8854,WireGuard,4,1,75%,156,-1,-1,-1,156
188.114.96.11:987,WireGuard,4,1,75%,157,-1,-1,-1,157
[2606:4700:d1::396b:62e4:cce5]:946,WireGuard,4,1,75%,157,157,-1,-1,-1
[2606:4700:d1::b9c8:a353:8066]:8742,WireGuard,4,1,75%,157,157,-1,-1,-1
[2606:4700:d1::42a0:b3cc:b46b]:7156,WireGuard,4,1,75%,157,157,-1,-1,-1
[2606:4700:d1::2c45:7de4:8a8b]:968,WireGuard,4,1,75%,158,-1,-1,-1,158
[2606:4700:d1::6848:41bb:6850]:1843,WireGuard,4,1,75%,158,-1,-1,-1,158
[2606:4700:d1::47d6:9c43:aa6a]:4233,WireGuard,4,1,75%,158,-1,158,-1,-1
[2606:4700:d1::e9f6:a23f:e83e]:8854,WireGuard,4,1,75%,158,158,-1,-1,-1
[2606:4700:d1::a904:91b2:5d8c]:903,WireGuard,4,1,75%,158,158,-1,-1,-1
[2606:4700:d1::1bb4:f42c:4e55]:3581,WireGuard,4,1,75%,158,-1,-1,-1,158
[2606:4700:d1::f5eb:2da1:ead2]:8854,WireGuard,4,1,75%,159,159,-1,-1,-1
[2606:4700:d1::e756:1995:c2f6]:2506,WireGuard,4,1,75%,159,-1,-1,-1,159
[2606:4700:d1::8238:9362:ac13]:890,WireGuard,4,1,75%,159,-1,-1,-1,159
[2606:4700:d1::982c:c608:6f93]:934,WireGuard,4,1,75%,159,-1,-1,-1,159
188.114.96.244:7281,WireGuard,4,1,75%,159,-1,159,-1,-1
[2606:4700:d1::e9b1:ee83:a6c4]:928,WireGuard,4,1,75%,159,159,-1,-1,-1
188.114.96.79:859,WireGuard,4,1,75%,159,-1,159,-1,-1
[2606:4700:d1::9a9c:848f:fc27]:864,WireGuard,4,1,75%,159,159,-1,-1,-1
[2606:4700:d1::c512:6098:7599]:1070,WireGuard,4,1,75%,159,159,-1,-1,-1
188.114.96.139:8319,WireGuard,4,1,75%,159,159,-1,-1,-1
[2606:4700:d1::c37:70f5:c216]:894,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::9ad0:bc3a:3559]:5279,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::e46d:6915:cf26]:3581,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::2ad5:50f8:d533]:946,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::af5:b583:f463]:854,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::d3b8:a31e:8e5e]:891,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::e72d:3a26:e2fd]:4500,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::2871:5697:cf53]:8854,WireGuard,4,1,75%,160,160,-1,-1,-1
188.114.96.103:1010,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::edab:122:24a2]:4233,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::6116:4983:e576]:3138,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::c512:6098:7599]:3581,WireGuard,4,1,75%,160,160,-1,-1,-1
[2606:4700:d1::fb24:57f4:2253]:1010,WireGuard,4,1,75%,160,160,-1,-1,-1
188.114.96.3:8742,WireGuard,4,1,75%,160,160,-1,-1,-1
188.114.96.202:8319,WireGuard,4,1,75%,160,160,-1,-1,-1
188.114.96.35:891,WireGuard,4,1,75%,161,161,-1,-1,-1
[2606:4700:d1::6c19:763a:5f04]:878,WireGuard,4,1,75%,161,161,-1,-1,-1
188.114.96.44:8886,WireGuard,4,1,75%,161,-1,161,-1,-1
[2606:4700:d1::958:d7f8:7d76]:968,WireGuard,4,1,75%,161,161,-1,-1,-1
[2606:4700:d1::b4de:e5f1:92cd]:934,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::6a3c:cc74:a615]:8886,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::398:423c:8e19]:928,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::3c8c:b7d0:30b5]:891,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.238:2371,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::3430:8c64:7138]:8886,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.151:987,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::7f47:e2cb:6efb]:3138,WireGuard,4,0,100%,-1,-1,-1,-1,-1
[2606:4700:d1::ee30:c8ef:46b2]:1180,WireGuard,4,0,100%,-1,-1,-1,-1,-1
188.114.96.226:934,WireGuard,4,0,100%,-1,-1,-1,-1,-1
